state,district,year,max_murder
JHARKHAND,PAKUR,2009,33
"MADHYA PRADESH",BARWANI,2009,33
MAHARASHTRA,OSMANABAD,2009,33
RAJASTHAN,BANSWARA,2009,33
RAJASTHAN,KARAULI,2009,33
TRIPURA,NORTH,2009,33
"UTTAR PRADESH","KANPUR DEHAT",2009,33
"ANDHRA PRADESH","RANGA REDDY",2010,33
"ANDHRA PRADESH","VIJAYAWADA CITY",2010,33
ASSAM,"KARBI ANGLONG",2010,33
"MADHYA PRADESH",MANDLA,2010,33
ODISHA,KALAHANDI,2010,33
ODISHA,RAYAGADA,2010,33
RAJASTHAN,"JODHPUR RURAL",2010,33
"TAMIL NADU",RAMNATHAPURAM,2010,33
UTTARAKHAND,DEHRADUN,2010,33
BIHAR,SHEIKHPURA,2011,33
GOA,"NORTH GOA",2011,33
HARYANA,MAHENDRAGARH,2011,33
JHARKHAND,LOHARDAGGA,2011,33
KARNATAKA,KODAGU,2011,33
"MADHYA PRADESH",PANNA,2011,33
MAHARASHTRA,BHANDARA,2011,33
PUNJAB,KAPURTHALA,2011,33
RAJASTHAN,JHALAWAR,2011,33
"UTTAR PRADESH",BALLIA,2011,33
ASSAM,UDALGURI,2012,33
CHHATTISGARH,MAHASAMUND,2012,33
KARNATAKA,CHICKMAGALUR,2012,33
KARNATAKA,"UTTAR KANNADA",2012,33
ODISHA,BARAGARH,2012,33
"TAMIL NADU",THIRUVARUR,2012,33
"UTTAR PRADESH",BASTI,2012,33
"ANDHRA PRADESH",VIZIANAGARAM,2001,33
CHHATTISGARH,KORBA,2001,33
HARYANA,KAITHAL,2001,33
JHARKHAND,LOHARDAGGA,2001,33
KARNATAKA,"DAKSHIN KANNADA",2001,33
KARNATAKA,RAICHUR,2001,33
KERALA,IDUKKI,2001,33
RAJASTHAN,BUNDI,2001,33
"TAMIL NADU",KANYAKUMARI,2001,33
"TAMIL NADU",RAMNATHAPURAM,2001,33
"UTTAR PRADESH",SONBHADRA,2001,33
BIHAR,SHEIKHPURA,2002,33
HARYANA,JIND,2002,33
"MADHYA PRADESH",KHANDWA,2002,33
ODISHA,BOLANGIR,2002,33
"TAMIL NADU",KANYAKUMARI,2002,33
"UTTAR PRADESH",SONBHADRA,2002,33
HARYANA,JIND,2003,33
"JAMMU & KASHMIR",REASI,2003,33
PUNJAB,SANGRUR,2003,33
RAJASTHAN,DAUSA,2003,33
RAJASTHAN,SIKAR,2003,33
"UTTAR PRADESH",JAUNPUR,2003,33
CHHATTISGARH,BALRAMPUR,2004,33
CHHATTISGARH,KORIYA,2004,33
"MADHYA PRADESH",KATNI,2004,33
"MADHYA PRADESH",NARSINGHPUR,2004,33
MEGHALAYA,"KHASI HILLS EAST",2004,33
ODISHA,BARAGARH,2004,33
"TAMIL NADU",PERAMBALUR,2004,33
BIHAR,SHEIKHPURA,2005,33
GUJARAT,JUNAGADH,2005,33
HARYANA,REWARI,2005,33
"JAMMU & KASHMIR",REASI,2005,33
"MADHYA PRADESH",KATNI,2005,33
ODISHA,BARAGARH,2005,33
PUNJAB,SANGRUR,2005,33
RAJASTHAN,PALI,2005,33
"TAMIL NADU",THIRUVANNAMALAI,2005,33
"WEST BENGAL",COOCHBEHAR,2005,33
HARYANA,PALWAL,2006,33
JHARKHAND,DEOGHAR,2006,33
JHARKHAND,LOHARDAGGA,2006,33
KARNATAKA,"MYSORE COMMR.",2006,33
"MADHYA PRADESH","ASHOK NAGAR",2006,33
"MADHYA PRADESH",SHAHDOL,2006,33
RAJASTHAN,BARAN,2006,33
"TAMIL NADU",DHARMAPURI,2006,33
"UTTAR PRADESH",MAU,2006,33
"ANDHRA PRADESH","VIJAYAWADA CITY",2007,33
ASSAM,KARIMGANJ,2001,32
JHARKHAND,GARHWA,2001,32
KARNATAKA,"MYSORE COMMR.",2001,32
MAHARASHTRA,BHANDARA,2001,32
MANIPUR,THOUBAL,2001,32
ODISHA,BOLANGIR,2001,32
UTTARAKHAND,DEHRADUN,2001,32
KERALA,IDUKKI,2002,32
MAHARASHTRA,"AURANGABAD COMMR.",2002,32
MAHARASHTRA,HINGOLI,2002,32
MANIPUR,IMPHAL(WEST),2002,32
NAGALAND,DIMAPUR,2002,32
PUNJAB,KAPURTHALA,2002,32
RAJASTHAN,PALI,2002,32
CHHATTISGARH,KORBA,2003,32
JHARKHAND,GARHWA,2003,32
KARNATAKA,KODAGU,2003,32
"MADHYA PRADESH",SIHORE,2003,32
MAHARASHTRA,DHULE,2003,32
PUNJAB,"TARN TARAN",2003,32
RAJASTHAN,JHALAWAR,2003,32
"TAMIL NADU",PUDUKOTTAI,2003,32
"UTTAR PRADESH",AURAIYA,2003,32
"UTTAR PRADESH",BALLIA,2003,32
"UTTAR PRADESH",MAHOBA,2003,32
"DELHI UT",NORTH,2003,32
KARNATAKA,CHITRADURGA,2004,32
"MADHYA PRADESH",KHARGON,2004,32
MAHARASHTRA,DHULE,2004,32
MEGHALAYA,"JAINTIA HILLS",2004,32
ODISHA,BOLANGIR,2004,32
RAJASTHAN,CHURU,2004,32
RAJASTHAN,DHOLPUR,2004,32
RAJASTHAN,JHUNJHUNU,2004,32
"TAMIL NADU",NAGAPATTINAM,2004,32
"MADHYA PRADESH",PANNA,2005,32
GUJARAT,"VADODARA COMMR.",2006,32
HARYANA,KARNAL,2006,32
HARYANA,REWARI,2006,32
KARNATAKA,RAICHUR,2006,32
"MADHYA PRADESH",ANUPPUR,2006,32
"MADHYA PRADESH",NARSINGHPUR,2006,32
ODISHA,BOLANGIR,2006,32
"TAMIL NADU",PERAMBALUR,2006,32
"UTTAR PRADESH",DEORIA,2006,32
BIHAR,LAKHISARAI,2007,32
GUJARAT,"RAJKOT RURAL",2007,32
HARYANA,KAITHAL,2007,32
HARYANA,YAMUNANAGAR,2007,32
KARNATAKA,CHICKMAGALUR,2007,32
KARNATAKA,CHITRADURGA,2007,32
MAHARASHTRA,NANDURBAR,2007,32
RAJASTHAN,HANUMANGARH,2007,32
"TAMIL NADU",PERAMBALUR,2007,32
"UTTAR PRADESH",BALLIA,2007,32
"UTTAR PRADESH",MAU,2007,32
"ANDHRA PRADESH",VISAKHAPATNAM,2008,32
BIHAR,KISHANGANJ,2008,32
GUJARAT,GANDHINAGAR,2008,32
"MADHYA PRADESH",ANUPPUR,2008,32
"MADHYA PRADESH",BARWANI,2008,32
PUNJAB,"TARN TARAN",2008,32
"TAMIL NADU",THIRUVANNAMALAI,2008,32
"UTTAR PRADESH",BALLIA,2008,32
BIHAR,KISHANGANJ,2009,32
BIHAR,NAUGACHIA,2009,32
GUJARAT,JAMNAGAR,2009,32
JHARKHAND,LOHARDAGGA,2009,32
KARNATAKA,CHICKMAGALUR,2009,32
"MADHYA PRADESH","ASHOK NAGAR",2009,32
"MADHYA PRADESH",RAJGARH,2009,32
MANIPUR,"IMPHAL WEST",2009,32
RAJASTHAN,CHURU,2009,32
"TAMIL NADU",NAMAKKAL,2009,32
"UTTAR PRADESH",MIRZAPUR,2009,32
"UTTAR PRADESH",VARANASI,2009,32
"WEST BENGAL",ASANSOL,2009,32
CHHATTISGARH,KORIYA,2010,32
HARYANA,PANIPAT,2010,32
JHARKHAND,PAKUR,2010,32
"MADHYA PRADESH",SIDHI,2010,32
"MADHYA PRADESH",SINGRAULI,2010,32
ODISHA,BHADRAK,2010,32
RAJASTHAN,BHILWARA,2010,32
"UTTAR PRADESH",SULTANPUR,2010,32
"UTTAR PRADESH",VARANASI,2010,32
GUJARAT,SURENDRANAGAR,2011,32
JHARKHAND,RAMGARH,2011,32
KERALA,"TRIVANDRUM RURAL",2011,32
PUNJAB,"CP AMRITSAR",2011,32
PUNJAB,MOGA,2011,32
RAJASTHAN,KARAULI,2011,32
PUDUCHERRY,PUDUCHERRY,2011,32
CHHATTISGARH,KANKER,2012,32
KERALA,KANNUR,2012,32
KERALA,PALAKKAD,2012,32
"MADHYA PRADESH",DINDORI,2012,32
MAHARASHTRA,"NASIK COMMR.",2012,32
"WEST BENGAL",SILIGURI_PC,2012,32
"MADHYA PRADESH",NARSINGHPUR,2007,31
MANIPUR,BISHNUPUR,2007,31
ODISHA,NAYAGARH,2007,31
ODISHA,RAYAGADA,2007,31
PUNJAB,"AMRITSAR RURAL",2007,31
"UTTAR PRADESH",DEORIA,2007,31
"WEST BENGAL",DARJEELING,2007,31
ASSAM,NALBARI,2008,31
HARYANA,AMBALA,2008,31
HARYANA,MAHENDRAGARH,2008,31
"JAMMU & KASHMIR",JAMMU,2008,31
JHARKHAND,LATEHAR,2008,31
JHARKHAND,PAKUR,2008,31
KARNATAKA,HAVERI,2008,31
"MADHYA PRADESH",SHAHDOL,2008,31
ODISHA,BALASORE,2008,31
PUNJAB,MANSA,2008,31
"ANDHRA PRADESH",SRIKAKULAM,2009,31
ASSAM,LAKHIMPUR,2009,31
KARNATAKA,KODAGU,2009,31
MAHARASHTRA,RAIGAD,2009,31
PUNJAB,"AMRITSAR RURAL",2009,31
PUNJAB,GURDASPUR,2009,31
"TAMIL NADU",RAMNATHAPURAM,2009,31
PUDUCHERRY,PUDUCHERRY,2009,31
"ANDHRA PRADESH",SRIKAKULAM,2010,31
"ANDHRA PRADESH","TIRUPATHI URBAN",2010,31
ASSAM,GOALPARA,2010,31
GUJARAT,"AHMEDABAD RURAL",2010,31
HARYANA,MAHENDRAGARH,2010,31
JHARKHAND,CHATRA,2010,31
KARNATAKA,CHAMARAJNAGAR,2010,31
ODISHA,JAGATSINGHPUR,2010,31
RAJASTHAN,BARAN,2010,31
GUJARAT,JUNAGADH,2011,31
"MADHYA PRADESH",SEONI,2011,31
ODISHA,BOLANGIR,2011,31
PUNJAB,FEROZPUR,2011,31
PUNJAB,"SAS NGR",2011,31
RAJASTHAN,PALI,2011,31
RAJASTHAN,"SAWAI MADHOPUR",2011,31
TRIPURA,NORTH,2011,31
BIHAR,SUPAUL,2012,31
GUJARAT,MEHSANA,2012,31
HARYANA,KAITHAL,2012,31
HARYANA,REWARI,2012,31
KARNATAKA,"MYSORE COMMR.",2012,31
"MADHYA PRADESH",SIDHI,2012,31
MEGHALAYA,"KHASI HILLS EAST",2012,31
"TAMIL NADU","MADURAI URBAN",2012,31
"TAMIL NADU",PUDUKOTTAI,2012,31
CHHATTISGARH,KANKER,2001,31
JHARKHAND,PAKUR,2001,31
KARNATAKA,CHITRADURGA,2001,31
RAJASTHAN,DUNGARPUR,2001,31
RAJASTHAN,SIROHI,2001,31
"TAMIL NADU",THIRUVARUR,2001,31
"UTTAR PRADESH",G.R.P.,2001,31
ASSAM,DARRANG,2002,31
GUJARAT,GANDHINAGAR,2002,31
HARYANA,KURUKSHETRA,2002,31
HARYANA,YAMUNANAGAR,2002,31
JHARKHAND,CHATRA,2002,31
JHARKHAND,GODDA,2002,31
PUNJAB,HOSHIARPUR,2002,31
TRIPURA,SOUTH,2002,31
CHANDIGARH,CHANDIGARH,2002,31
ASSAM,KARIMGANJ,2003,31
ASSAM,LAKHIMPUR,2003,31
GUJARAT,VALSAD,2003,31
JHARKHAND,GODDA,2003,31
"MADHYA PRADESH",KHANDWA,2003,31
"MADHYA PRADESH",RAJGARH,2003,31
"MADHYA PRADESH",SHAJAPUR,2003,31
MAHARASHTRA,"AMRAVATI COMMR.",2003,31
ODISHA,MALKANGIR,2003,31
"TAMIL NADU",NAMAKKAL,2003,31
"TAMIL NADU",PERAMBALUR,2003,31
"UTTAR PRADESH",FAIZABAD,2003,31
"UTTAR PRADESH",MIRZAPUR,2003,31
UTTARAKHAND,DEHRADUN,2003,31
UTTARAKHAND,NAINITAL,2003,31
ASSAM,LAKHIMPUR,2004,31
"JAMMU & KASHMIR",KUPWARA,2004,31
JHARKHAND,CHATRA,2004,31
JHARKHAND,GODDA,2004,31
KERALA,"ERNAKULAM RURAL",2004,31
"MADHYA PRADESH",SIHORE,2004,31
MAHARASHTRA,"AURANGABAD COMMR.",2004,31
ODISHA,KENDRAPARA,2004,31
"TAMIL NADU",NAMAKKAL,2004,31
"TAMIL NADU",THENI,2004,31
"WEST BENGAL",HOWRAH,2004,31
ASSAM,GOALPARA,2005,31
ASSAM,KAMRUP,2005,31
HARYANA,SIRSA,2005,31
"MADHYA PRADESH",SHAJAPUR,2005,31
RAJASTHAN,DHOLPUR,2005,31
"TAMIL NADU",DHARMAPURI,2005,31
"TAMIL NADU",VIRUDHUNAGAR,2005,31
"UTTAR PRADESH",GONDA,2005,31
UTTARAKHAND,NAINITAL,2005,31
"WEST BENGAL","HOWRAH CITY",2005,31
"DELHI UT",EAST,2005,31
ASSAM,UDALGURI,2006,31
BIHAR,SUPAUL,2006,31
KARNATAKA,"UTTAR KANNADA",2006,31
KERALA,IDUKKI,2006,31
"MADHYA PRADESH",SIHORE,2006,31
MAHARASHTRA,"AURANGABAD COMMR.",2006,31
MAHARASHTRA,GONDIA,2006,31
MANIPUR,"IMPHAL EAST",2006,31
NAGALAND,KOHIMA,2006,31
PUNJAB,MOGA,2006,31
PUNJAB,"TARN TARAN",2006,31
"UTTAR PRADESH",SONBHADRA,2006,31
"WEST BENGAL",COOCHBEHAR,2006,31
"ANDHRA PRADESH",SRIKAKULAM,2007,31
ASSAM,GOALPARA,2007,31
GUJARAT,MEHSANA,2007,31
JHARKHAND,LOHARDAGGA,2007,31
GUJARAT,"RAJKOT RURAL",2001,30
MAHARASHTRA,"SOLAPUR COMMR.",2001,30
RAJASTHAN,JODHPUR,2001,30
"TAMIL NADU",PUDUKOTTAI,2001,30
ASSAM,DHEMAJI,2002,30
BIHAR,KISHANGANJ,2002,30
CHHATTISGARH,BALRAMPUR,2002,30
JHARKHAND,KODERMA,2002,30
MANIPUR,CHURACHANDPUR,2002,30
ODISHA,BERHAMPUR,2002,30
PUNJAB,BATALA,2002,30
RAJASTHAN,BARAN,2002,30
RAJASTHAN,BHILWARA,2002,30
"TAMIL NADU",THIRUVARUR,2002,30
"UTTAR PRADESH",G.R.P.,2002,30
"WEST BENGAL",COOCHBEHAR,2002,30
"ANDHRA PRADESH",VIZIANAGARAM,2003,30
ASSAM,GOALPARA,2003,30
BIHAR,ARWAL,2003,30
BIHAR,BAGAHA,2003,30
CHHATTISGARH,JANJGIR,2003,30
GUJARAT,KUTCH,2003,30
HARYANA,KURUKSHETRA,2003,30
JHARKHAND,KODERMA,2003,30
"MADHYA PRADESH",MANDSAUR,2003,30
MAHARASHTRA,BHANDARA,2003,30
RAJASTHAN,DUNGARPUR,2003,30
"UTTAR PRADESH",CHANDOLI,2003,30
"UTTAR PRADESH","CHITRAKOOT DHAM",2003,30
JHARKHAND,KODERMA,2004,30
"MADHYA PRADESH",RAJGARH,2004,30
ODISHA,NAYAGARH,2004,30
RAJASTHAN,DAUSA,2004,30
RAJASTHAN,JALORE,2004,30
"TAMIL NADU",KANYAKUMARI,2004,30
"TAMIL NADU",PUDUKOTTAI,2004,30
"TAMIL NADU",THIRUVANNAMALAI,2004,30
"WEST BENGAL","HOWRAH CITY",2004,30
ASSAM,KARIMGANJ,2005,30
GUJARAT,"KHEDA NORTH",2005,30
GUJARAT,MEHSANA,2005,30
GUJARAT,SURENDRANAGAR,2005,30
KERALA,"TRIVANDRUM RURAL",2005,30
MAHARASHTRA,"AMRAVATI COMMR.",2005,30
MANIPUR,BISHNUPUR,2005,30
RAJASTHAN,SIROHI,2005,30
"TAMIL NADU",KANYAKUMARI,2005,30
"UTTAR PRADESH",MAHARAJGANJ,2005,30
GUJARAT,DAHOD,2006,30
GUJARAT,SURENDRANAGAR,2006,30
"JAMMU & KASHMIR",POONCH,2006,30
JHARKHAND,CHATRA,2006,30
"MADHYA PRADESH",KHANDWA,2006,30
"MADHYA PRADESH",PANNA,2006,30
ODISHA,KALAHANDI,2006,30
PUNJAB,GURDASPUR,2006,30
PUNJAB,"SAS NGR",2006,30
"TAMIL NADU",NAGAPATTINAM,2006,30
"UTTAR PRADESH",BASTI,2006,30
BIHAR,NAUGACHIA,2007,30
GUJARAT,"AHMEDABAD RURAL",2007,30
GUJARAT,AMRELI,2007,30
KARNATAKA,"DHARWAD RURAL",2007,30
"MADHYA PRADESH",MANDSAUR,2007,30
MAHARASHTRA,"AMRAVATI COMMR.",2007,30
MAHARASHTRA,BHANDARA,2007,30
NAGALAND,DIMAPUR,2007,30
ODISHA,BHADRAK,2007,30
ODISHA,KALAHANDI,2007,30
ODISHA,MALKANGIR,2007,30
RAJASTHAN,PALI,2007,30
"UTTAR PRADESH",MAHOBA,2007,30
PUDUCHERRY,PONDICHERRY,2007,30
BIHAR,SAHARSA,2008,30
"MADHYA PRADESH",SIDHI,2008,30
MAHARASHTRA,NANDURBAR,2008,30
MAHARASHTRA,WASHIM,2008,30
MANIPUR,"IMPHAL EAST",2008,30
MEGHALAYA,"KHASI HILLS EAST",2008,30
ODISHA,BOLANGIR,2008,30
PUDUCHERRY,PUDUCHERRY,2008,30
"ANDHRA PRADESH",VIZIANAGARAM,2009,30
KARNATAKA,KOLAR,2009,30
ODISHA,"DCP BBSR",2009,30
ODISHA,SUNDARGARH,2009,30
PUNJAB,MOGA,2009,30
"UTTAR PRADESH",FAIZABAD,2009,30
"UTTAR PRADESH",HAMIRPUR,2009,30
"UTTAR PRADESH",PILIBHIT,2009,30
CHHATTISGARH,BALRAMPUR,2010,30
HARYANA,KAITHAL,2010,30
"JAMMU & KASHMIR",SOPORE,2010,30
KARNATAKA,"MYSORE COMMR.",2010,30
KERALA,THRISSUR,2010,30
ODISHA,CUTTACK,2010,30
"UTTAR PRADESH","CSM NAGAR",2010,30
"UTTAR PRADESH","RAMABAI NAGAR",2010,30
"DELHI UT",NORTH,2010,30
JHARKHAND,PAKUR,2011,30
"TAMIL NADU",SIVAGANGAI,2011,30
"TAMIL NADU",THIRUVALLUR,2011,30
"UTTAR PRADESH","CSM NAGAR",2011,30
"UTTAR PRADESH",G.R.P.,2011,30
"DELHI UT",SOUTH,2011,30
BIHAR,SHEIKHPURA,2012,30
GUJARAT,HIMATNAGAR,2012,30
KERALA,"KOLLAM RURAL",2012,30
"MADHYA PRADESH",PANNA,2012,30
MAHARASHTRA,WARDHA,2012,30
ODISHA,BERHAMPUR,2012,30
RAJASTHAN,DAUSA,2012,30
"TAMIL NADU",NAMAKKAL,2012,30
"UTTAR PRADESH",MAHARAJGANJ,2012,30
"WEST BENGAL",JHARGRAM,2012,30
"MADHYA PRADESH",SHAHDOL,2007,29
MAHARASHTRA,HINGOLI,2007,29
PUNJAB,KAPURTHALA,2007,29
"TAMIL NADU",THENI,2007,29
"ANDHRA PRADESH",VIZIANAGARAM,2008,29
GUJARAT,MEHSANA,2008,29
KARNATAKA,"DAKSHIN KANNADA",2008,29
KERALA,MALAPPURAM,2008,29
PUNJAB,"AMRITSAR RURAL",2008,29
"TAMIL NADU",KANYAKUMARI,2008,29
"TAMIL NADU",PERAMBALUR,2008,29
"TAMIL NADU","SALEM URBAN",2008,29
ASSAM,BASKA,2009,29
ASSAM,DARRANG,2009,29
CHHATTISGARH,KORIYA,2009,29
GUJARAT,MEHSANA,2009,29
HARYANA,KURUKSHETRA,2009,29
"HIMACHAL PRADESH",KANGRA,2009,29
MAHARASHTRA,WARDHA,2009,29
MANIPUR,"IMPHAL EAST",2009,29
ODISHA,BARAGARH,2009,29
ODISHA,JAGATSINGHPUR,2009,29
ODISHA,NAYAGARH,2009,29
PUNJAB,MUKTSAR,2009,29
RAJASTHAN,DAUSA,2009,29
RAJASTHAN,DUNGARPUR,2009,29
"UTTAR PRADESH",MAU,2009,29
GUJARAT,VALSAD,2010,29
HARYANA,REWARI,2010,29
JHARKHAND,KODERMA,2010,29
KARNATAKA,DAVANAGERE,2010,29
"MADHYA PRADESH","ASHOK NAGAR",2010,29
MAHARASHTRA,GONDIA,2010,29
ODISHA,KANDHAMAL,2010,29
PUNJAB,"CP JALANDHAR",2010,29
RAJASTHAN,CHITTORGARH,2010,29
"TAMIL NADU",THIRUVARUR,2010,29
"UTTAR PRADESH",RAIBAREILLY,2010,29
PUDUCHERRY,PUDUCHERRY,2010,29
CHHATTISGARH,NARAYANPUR,2011,29
HARYANA,KURUKSHETRA,2011,29
KARNATAKA,"UTTAR KANNADA",2011,29
KERALA,"KOLLAM RURAL",2011,29
"MADHYA PRADESH",SIDHI,2011,29
ODISHA,BERHAMPUR,2011,29
ODISHA,JHARSUGUDA,2011,29
PUNJAB,"CP JALANDHAR",2011,29
RAJASTHAN,BARMER,2011,29
RAJASTHAN,"JODHPUR CITY",2011,29
"UTTAR PRADESH",AURAIYA,2011,29
GUJARAT,"VADODARA COMMR.",2012,29
KARNATAKA,KODAGU,2012,29
ODISHA,KANDHAMAL,2012,29
RAJASTHAN,BARMER,2012,29
RAJASTHAN,BHILWARA,2012,29
RAJASTHAN,PRATAPGARH,2012,29
RAJASTHAN,SIROHI,2012,29
"TAMIL NADU","COIMBATORE URBAN",2012,29
"UTTAR PRADESH",MAHOBA,2012,29
GUJARAT,"RAJKOT COMMR.",2001,29
MAHARASHTRA,WASHIM,2001,29
MANIPUR,BISHNUPUR,2001,29
MANIPUR,IMPHAL(EAST),2001,29
ODISHA,KALAHANDI,2001,29
"DELHI UT",CENTRAL,2001,29
BIHAR,"PATNA RLY.",2002,29
KARNATAKA,CHAMARAJNAGAR,2002,29
"TAMIL NADU",KARUR,2002,29
TRIPURA,DHALAI,2002,29
"UTTAR PRADESH",ST.RAVIDASNAGAR,2002,29
PUDUCHERRY,PONDICHERRY,2002,29
ODISHA,SAMBALPUR,2003,29
RAJASTHAN,CHURU,2003,29
"DELHI UT",CENTRAL,2003,29
PUDUCHERRY,PONDICHERRY,2003,29
HARYANA,FATEHABAD,2004,29
KARNATAKA,CHICKMAGALUR,2004,29
KARNATAKA,"MYSORE COMMR.",2004,29
"MADHYA PRADESH",BARWANI,2004,29
ODISHA,BALASORE,2004,29
PUNJAB,JAGRAON,2004,29
"TAMIL NADU",SIVAGANGAI,2004,29
CHHATTISGARH,BALRAMPUR,2005,29
HARYANA,YAMUNANAGAR,2005,29
"JAMMU & KASHMIR",AWANTIPORA,2005,29
KARNATAKA,KOPPAL,2005,29
MAHARASHTRA,GONDIA,2005,29
ODISHA,KENDRAPARA,2005,29
ODISHA,NOWRANGPUR,2005,29
"TAMIL NADU",NAMAKKAL,2005,29
"TAMIL NADU",PUDUKOTTAI,2005,29
"TAMIL NADU",RAMNATHAPURAM,2005,29
"TAMIL NADU",THENI,2005,29
"UTTAR PRADESH",CHANDOLI,2005,29
GUJARAT,JAMNAGAR,2006,29
GUJARAT,"RAJKOT COMMR.",2006,29
ODISHA,PURI,2006,29
RAJASTHAN,BANSWARA,2006,29
RAJASTHAN,"JODHPUR RURAL",2006,29
"TAMIL NADU",RAMNATHAPURAM,2006,29
ASSAM,BASKA,2007,29
ASSAM,KARIMGANJ,2007,29
HARYANA,SIRSA,2007,29
JHARKHAND,CHATRA,2007,29
ASSAM,GOALPARA,2001,28
BIHAR,SHEIKHPURA,2001,28
GUJARAT,ANAND,2001,28
GUJARAT,MEHSANA,2001,28
"MADHYA PRADESH",MANDSAUR,2001,28
RAJASTHAN,DAUSA,2001,28
"TAMIL NADU",KARUR,2001,28
"UTTAR PRADESH","CHITRAKOOT DHAM",2001,28
"WEST BENGAL",HOWRAH,2001,28
"DELHI UT",NORTH,2001,28
"ANDHRA PRADESH",VIZIANAGARAM,2002,28
"HIMACHAL PRADESH",KANGRA,2002,28
KARNATAKA,"UTTAR KANNADA",2002,28
KERALA,KANNUR,2002,28
KERALA,PATHANAMTHITTA,2002,28
"MADHYA PRADESH",UMARIYA,2002,28
ODISHA,DHENKANAL,2002,28
ODISHA,NAYAGARH,2002,28
ODISHA,ROURKELA,2002,28
PUNJAB,MAJITHA,2002,28
RAJASTHAN,SIROHI,2002,28
TRIPURA,NORTH,2002,28
GUJARAT,ANAND,2003,28
KARNATAKA,CHICKMAGALUR,2003,28
KARNATAKA,DAVANAGERE,2003,28
KARNATAKA,"DHARWAD RURAL",2003,28
KERALA,IDUKKI,2003,28
MAHARASHTRA,"AURANGABAD COMMR.",2003,28
MAHARASHTRA,HINGOLI,2003,28
MANIPUR,IMPHAL(WEST),2003,28
NAGALAND,KOHIMA,2003,28
ODISHA,NAYAGARH,2003,28
RAJASTHAN,BUNDI,2003,28
RAJASTHAN,KARAULI,2003,28
"UTTAR PRADESH",MAHARAJGANJ,2003,28
"WEST BENGAL",ASANSOL,2003,28
GUJARAT,AMRELI,2004,28
GUJARAT,KUTCH,2004,28
GUJARAT,SURENDRANAGAR,2004,28
GUJARAT,"VADODARA COMMR.",2004,28
HARYANA,AMBALA,2004,28
HARYANA,JIND,2004,28
"JAMMU & KASHMIR",JAMMU,2004,28
MAHARASHTRA,WASHIM,2004,28
MANIPUR,IMPHAL(WEST),2004,28
PUNJAB,MANSA,2004,28
"WEST BENGAL",ASANSOL,2004,28
BIHAR,ARWAL,2005,28
GUJARAT,"AHMEDABAD RURAL",2005,28
KERALA,MALAPPURAM,2005,28
MAHARASHTRA,"NASIK COMMR.",2005,28
ODISHA,KANDHAMAL,2005,28
ODISHA,NAYAGARH,2005,28
HARYANA,MAHENDRAGARH,2006,28
KARNATAKA,"DAKSHIN KANNADA",2006,28
KERALA,"ERNAKULAM RURAL",2006,28
"MADHYA PRADESH",RAJGARH,2006,28
"MADHYA PRADESH",SHAJAPUR,2006,28
MAHARASHTRA,WASHIM,2006,28
PUNJAB,KAPURTHALA,2006,28
RAJASTHAN,JHALAWAR,2006,28
"TAMIL NADU","COIMBATORE URBAN",2006,28
"TAMIL NADU",NAMAKKAL,2006,28
"DELHI UT",NORTH,2006,28
PUDUCHERRY,PONDICHERRY,2006,28
HARYANA,MAHENDRAGARH,2007,28
MANIPUR,CHURACHANDPUR,2007,28
ODISHA,NOWRANGPUR,2007,28
PUNJAB,MANSA,2007,28
RAJASTHAN,BUNDI,2007,28
BIHAR,ARWAL,2008,28
KARNATAKA,BIDAR,2008,28
"MADHYA PRADESH",SIHORE,2008,28
MAHARASHTRA,BHANDARA,2008,28
"TAMIL NADU",THENI,2008,28
TRIPURA,NORTH,2008,28
"UTTAR PRADESH","CHITRAKOOT DHAM",2008,28
"ANDHRA PRADESH",VISAKHAPATNAM,2009,28
GUJARAT,GANDHINAGAR,2009,28
HARYANA,MAHENDRAGARH,2009,28
JHARKHAND,KODERMA,2009,28
KARNATAKA,UDUPI,2009,28
"MADHYA PRADESH",SHAHDOL,2009,28
MEGHALAYA,"KHASI HILLS EAST",2009,28
ODISHA,KALAHANDI,2009,28
"UTTAR PRADESH",MAHARAJGANJ,2009,28
"WEST BENGAL","DAKSHIN DINAJPUR",2009,28
"DELHI UT",CENTRAL,2009,28
GUJARAT,HIMATNAGAR,2010,28
HARYANA,YAMUNANAGAR,2010,28
KARNATAKA,"DHARWAD RURAL",2010,28
KARNATAKA,HAVERI,2010,28
KARNATAKA,KOPPAL,2010,28
ODISHA,NOWRANGPUR,2010,28
RAJASTHAN,SIROHI,2010,28
"UTTAR PRADESH",AURAIYA,2010,28
CHHATTISGARH,GARIYABAND,2011,28
GUJARAT,MEHSANA,2011,28
PUNJAB,BATALA,2011,28
PUNJAB,MANSA,2011,28
RAJASTHAN,TONK,2011,28
"TAMIL NADU",ARIYALUR,2011,28
"TAMIL NADU",KARUR,2011,28
"TAMIL NADU","SALEM URBAN",2011,28
"UTTAR PRADESH",MAU,2011,28
"UTTAR PRADESH",MIRZAPUR,2011,28
GOA,"NORTH GOA",2012,28
KARNATAKA,"MANGALORE CITY",2012,28
KERALA,PATHANAMTHITTA,2012,28
RAJASTHAN,"KOTA CITY",2012,28
"MADHYA PRADESH",MANDLA,2007,27
PUNJAB,MUKTSAR,2007,27
"TAMIL NADU",KANYAKUMARI,2007,27
"TAMIL NADU","MADURAI URBAN",2007,27
